Site_Seq,Site,Seq,Date,month,Order,Family,Lowest_ID,mass_mg
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Ceratopogonidae,Ceratopogonidae,0.0025
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Ceratopogonidae,Ceratopogonidae,0.0025
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Ceratopogonidae,Ceratopogonidae,0.006803138731117785
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Ceratopogonidae,Ceratopogonidae,0.006803138731117785
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Ceratopogonidae,Ceratopogonidae,0.0025
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Ceratopogonidae,Ceratopogonidae,0.0025
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Ceratopogonidae,Ceratopogonidae,0.0138414971605148
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Ceratopogonidae,Ceratopogonidae,0.0138414971605148
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.12147223057773171
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.12147223057773171
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Ceratopogonidae,Ceratopogonidae,0.006803138731117785
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Ceratopogonidae,Ceratopogonidae,0.006803138731117785
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Ceratopogonidae,Ceratopogonidae,0.0138414971605148
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Ceratopogonidae,Ceratopogonidae,0.0138414971605148
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Ceratopogonidae,Ceratopogonidae,0.0025
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Ceratopogonidae,Ceratopogonidae,0.0025
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Ceratopogonidae,Ceratopogonidae,0.0138414971605148
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Ceratopogonidae,Ceratopogonidae,0.0138414971605148
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Ceratopogonidae,Ceratopogonidae,0.0138414971605148
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Ceratopogonidae,Ceratopogonidae,0.0138414971605148
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Ceratopogonidae,Ceratopogonidae,0.0025
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Ceratopogonidae,Ceratopogonidae,0.0025
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Ceratopogonidae,Ceratopogonidae,0.0025
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Ceratopogonidae,Ceratopogonidae,0.0025
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Simuliidae,Simuliidae,0.006780173021850251
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Simuliidae,Simuliidae,0.006780173021850251
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Simuliidae,Simuliidae,0.03156656763300605
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Simuliidae,Simuliidae,0.03156656763300605
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Simuliidae,Simuliidae,0.03156656763300605
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Simuliidae,Simuliidae,0.03156656763300605
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,2.93411415433176e-4
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,2.93411415433176e-4
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,2.93411415433176e-4
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,2.93411415433176e-4
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.01980074394979855
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.01980074394979855
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.01980074394979855
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.01980074394979855
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Ceratopogonidae,Ceratopogonidae,0.03766625017174203
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Ceratopogonidae,Ceratopogonidae,0.03766625017174203
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Ceratopogonidae,Ceratopogonidae,0.02401341299125837
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Ceratopogonidae,Ceratopogonidae,0.02401341299125837
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ3,OL,SEQ3,2021-05-05,May,Ephemeroptera,Baetidae,Baetidae,0.03888097143187806
OL-SEQ3,OL,SEQ3,2021-05-05,May,Diptera,Ceratopogonidae,Ceratopogonidae,0.10000604142751651
LAG2-SEQ3,LAG2,SEQ3,2021-07-26,Jul,Gastropoda,Viviparidae,Gastropoda,0.0269
LAG2-SEQ3,LAG2,SEQ3,2021-07-26,Jul,Gastropoda,Viviparidae,Gastropoda,0.0269
LAG2-SEQ3,LAG2,SEQ3,2021-07-26,Jul,Gastropoda,Viviparidae,Gastropoda,0.0269
LAG2-SEQ3,LAG2,SEQ3,2021-07-26,Jul,Gastropoda,Viviparidae,Gastropoda,0.0269
LAG2-SEQ3,LAG2,SEQ3,2021-07-26,Jul,Gastropoda,Viviparidae,Gastropoda,0.0269
LAG2-SEQ3,LAG2,SEQ3,2021-07-26,Jul,Gastropoda,Vaviparidae,Gastropoda,0.0269
LAG2-SEQ3,LAG2,SEQ3,2021-07-26,Jul,Gastropoda,Vaviparidae,Gastropoda,0.0269
LAG2-SEQ3,LAG2,SEQ3,2021-07-26,Jul,Gastropoda,Vaviparidae,Gastropoda,0.0269
LAG2-SEQ3,LAG2,SEQ3,2021-07-26,Jul,Gastropoda,Vaviparidae,Gastropoda,0.0269
LAG2-SEQ3,LAG2,SEQ3,2021-07-26,Jul,Gastropoda,Vaviparidae,Gastropoda,0.0269
LAG2-SEQ3,LAG2,SEQ3,2021-07-26,Jul,Gastropoda,Vaviparidae,Gastropoda,0.0269
LAG2-SEQ3,LAG2,SEQ3,2021-07-26,Jul,Araneae,NA,Araneae,0.05
LAG2-SEQ3,LAG2,SEQ3,2021-07-26,Jul,Gastropoda,Lymnaeidae,Gastropoda,0.0269
DG-SEQ1,DG,SEQ1,2021-07-28,Jul,Araneae,NA,Araneae,0.05
OL-SEQ1,OL,SEQ1,2021-07-25,Jul,Acari,Acari,Acari,NA
OL-SEQ1,OL,SEQ1,2021-07-25,Jul,Acari,Acari,Acari,NA
OL-SEQ1,OL,SEQ1,2021-07-25,Jul,Acari,Acari,Acari,NA
OL-SEQ1,OL,SEQ1,2021-07-25,Jul,Acari,Acari,Acari,NA
OL-SEQ1,OL,SEQ1,2021-07-25,Jul,Acari,Acari,Acari,NA
OL-SEQ1,OL,SEQ1,2021-07-25,Jul,Acari,Acari,Acari,NA
OL-SEQ1,OL,SEQ1,2021-07-25,Jul,Acari,Acari,Acari,NA
OL-SEQ1,OL,SEQ1,2021-07-25,Jul,Acari,Acari,Acari,NA
OL-SEQ1,OL,SEQ1,2021-07-25,Jul,Acari,Acari,Acari,NA
OL-SEQ1,OL,SEQ1,2021-07-25,Jul,Ostracoda,Ostracoda,Ostracoda,NA
OL-SEQ1,OL,SEQ1,2021-07-25,Jul,Gastropoda,Planorbidae,Gastropoda,0.0269
OL-SEQ1,OL,SEQ1,2021-07-25,Jul,Platyhelminthes,Turbellaria,Platyhelminthes,0.01217527540686047
OL-SEQ1,OL,SEQ1,2021-07-25,Jul,Copepoda,Copepod,Copepoda,NA
LAG2-SEQ2,LAG2,SEQ2,2021-06-01,Jun,Acari,Acari,Acari,NA
LAG2-SEQ2,LAG2,SEQ2,2021-06-01,Jun,Acari,Oribatid,Acari,NA
LAG2-SEQ2,LAG2,SEQ2,2021-06-01,Jun,Gastropoda,Hydrobiidae,Gastropoda,0.215647961413137
LAG2-SEQ2,LAG2,SEQ2,2021-06-01,Jun,Gastropoda,Hydrobiidae,Gastropoda,0.215647961413137
LAG2-SEQ2,LAG2,SEQ2,2021-06-01,Jun,Gastropoda,Hydrobiidae,Gastropoda,0.09089800068313937
LAG2-SEQ2,LAG2,SEQ2,2021-06-01,Jun,Gastropoda,Hydrobiidae,Gastropoda,0.0591458349443824
LAG2-SEQ2,LAG2,SEQ2,2021-06-01,Jun,Gastropoda,Hydrobiidae,Gastropoda,0.03581413889217632
LAG2-SEQ2,LAG2,SEQ2,2021-06-01,Jun,Gastropoda,Hydrobiidae,Gastropoda,0.03581413889217632
LAG2-SEQ2,LAG2,SEQ2,2021-06-01,Jun,Amphipoda,Amphipoda,Amphipoda,0.0058
LAG2-SEQ2,LAG2,SEQ2,2021-06-01,Jun,Amphipoda,Amphipoda,Amphipoda,0.0058
LAG2-SEQ2,LAG2,SEQ2,2021-06-01,Jun,Amphipoda,Amphipoda,Amphipoda,0.0058
LAG2-SEQ2,LAG2,SEQ2,2021-06-01,Jun,Amphipoda,Amphipoda,Amphipoda,0.0058
LAG2-SEQ2,LAG2,SEQ2,2021-06-01,Jun,Amphipoda,Amphipoda,Amphipoda,0.0058
LAG2-SEQ2,LAG2,SEQ2,2021-06-01,Jun,Amphipoda,Amphipoda,Amphipoda,0.0058
LAG2-SEQ2,LAG2,SEQ2,2021-06-01,Jun,Amphipoda,Amphipoda,Amphipoda,0.0058
LAG2-SEQ2,LAG2,SEQ2,2021-06-01,Jun,Thysanoptera,Thripidae,Thysanoptera,0.022729822216807697
SG-SEQ1,SG,SEQ1,2021-06-05,Jun,Acari,Acari,Acari,NA
SG-SEQ1,SG,SEQ1,2021-06-05,Jun,Acari,Acari,Acari,NA
SG-SEQ2,SG,SEQ2,2021-07-24,Jul,Gastropoda,Valvatidae,Gastropoda,0.215647961413137
SG-SEQ2,SG,SEQ2,2021-07-24,Jul,Acari,Acari,Acari,NA
LAG2-SEQ3,LAG2,SEQ3,2021-07-26,Jul,Copepoda,Copepod,Copepoda,NA
LAG2-SEQ1,LAG2,SEQ1,2021-07-27,Jul,Gastropoda,Bithyniidae,Gastropoda,0.0269
LAG1-SEQ3,LAG1,SEQ3,2021-07-27,Jul,Acari,Water mite,Acari,NA
LAG1-SEQ3,LAG1,SEQ3,2021-07-27,Jul,Gastropoda,Tateidae,Gastropoda,0.28710951828493564
LAG1-SEQ3,LAG1,SEQ3,2021-07-27,Jul,Gastropoda,Tateidae,Gastropoda,0.215647961413137
LAG1-SEQ3,LAG1,SEQ3,2021-07-27,Jul,Gastropoda,Tateidae,Gastropoda,0.24967601385755953
LAG1-SEQ3,LAG1,SEQ3,2021-07-27,Jul,Gastropoda,Tateidae,Gastropoda,0.13237025055306034
LAG1-SEQ3,LAG1,SEQ3,2021-07-27,Jul,Gastropoda,Tateidae,Gastropoda,0.03581413889217632
LAG1-SEQ3,LAG1,SEQ3,2021-07-27,Jul,Gastropoda,Tateidae,Gastropoda,0.215647961413137
LAG1-SEQ1,LAG1,SEQ1,2021-07-27,Jul,Acari,water mite,Acari,NA
LAG1-SEQ1,LAG1,SEQ1,2021-07-27,Jul,Hymenoptera,---,Hymenoptera,0.56
LAG1-SEQ1,LAG1,SEQ1,2021-07-27,Jul,Gastropoda,Tateidae,Gastropoda,1.7287748424402165
LAG1-SEQ1,LAG1,SEQ1,2021-07-27,Jul,Gastropoda,Tateidae,Gastropoda,2.462348157280382
LAG1-SEQ1,LAG1,SEQ1,2021-07-27,Jul,Gastropoda,Tateidae,Gastropoda,0.215647961413137
LAG1-SEQ1,LAG1,SEQ1,2021-07-27,Jul,Gastropoda,Tateidae,Gastropoda,0.11033786796364022
LAG1-SEQ1,LAG1,SEQ1,2021-07-27,Jul,Gastropoda,Tateidae,Gastropoda,0.215647961413137
LAG1-SEQ1,LAG1,SEQ1,2021-07-27,Jul,Gastropoda,Tateidae,Gastropoda,0.0269
LAG1-SEQ1,LAG1,SEQ1,2021-07-27,Jul,Thysanoptera,Phlaeothripidae,Thysanoptera,0.01304624684927866
LAG1-SEQ1,LAG1,SEQ1,2021-07-27,Jul,Oligochaeta,aquatic earthworm,Oligochaeta,NA
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Gastropoda,Tateidae,Gastropoda,0.215647961413137
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Gastropoda,Tateidae,Gastropoda,0.24967601385755953
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Gastropoda,Tateidae,Gastropoda,0.03581413889217632
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Gastropoda,Tateidae,Gastropoda,0.0269
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Gastropoda,Tateidae,Gastropoda,0.0269
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Gastropoda,Tateidae,Gastropoda,0.0269
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Hymenoptera,Braconidae,Hymenoptera,0.6497714360624404
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Copepoda,---,Copepoda,NA
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Oligochaeta,aquatic earthworm,Oligochaeta,0.3657
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Oligochaeta,aquatic earthworm,Oligochaeta,0.3657
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Acari,water mite,Acari,NA
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Acari,water mite,Acari,NA
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Ostracoda,seed shrimp,Ostracoda,NA
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Oligochaeta,aquatic earthworm,Oligochaeta,NA
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Copepoda,---,Copepoda,NA
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Gastropoda,Tateidae,Gastropoda,0.0033555151426343075
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Gastropoda,Tateidae,Gastropoda,0.013763583150854257
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Gastropoda,Tateidae,Gastropoda,0.013763583150854257
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Gastropoda,Tateidae,Gastropoda,0.0033555151426343075
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Ostracoda,seed shrimp,Ostracoda,NA
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Gastropoda,Tateidae,Gastropoda,0.13237025055306034
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Gastropoda,Tateidae,Gastropoda,0.0269
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Gastropoda,Tateidae,Gastropoda,0.0269
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Gastropoda,Tateidae,Gastropoda,0.01960390258875096
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Gastropoda,Tateidae,Gastropoda,0.03581413889217632
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Gastropoda,Tateidae,Gastropoda,0.0269
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Gastropoda,Tateidae,Gastropoda,0.0033555151426343075
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Ostracoda,seed shrimp,Ostracoda,NA
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Ostracoda,seed shrimp,Ostracoda,NA
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Gastropoda,Tateidae,Gastropoda,0.0269
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Gastropoda,Tateidae,Gastropoda,0.0269
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Gastropoda,Tateidae,Gastropoda,0.0269
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Gastropoda,Tateidae,Gastropoda,0.0269
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Gastropoda,Tateidae,Gastropoda,0.04650863162263181
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Gastropoda,Tateidae,Gastropoda,0.0269
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Gastropoda,Tateidae,Gastropoda,0.11033786796364022
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Amphipoda,Crangonyctidae,Amphipoda,NA
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Acari,water mite,Acari,NA
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Acari,water mite,Acari,NA
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Acari,water mite,Acari,NA
LAG2-SEQ1,LAG2,SEQ1,2021-06-01,Jun,Acari,water mite,Acari,NA
OL-SEQ3,OL,SEQ3,2021-07-25,Jul,Acari,(Mites),Acari,NA
OL-SEQ3,OL,SEQ3,2021-07-25,Jul,Acari,(Mites),Acari,NA
OL-SEQ3,OL,SEQ3,2021-07-25,Jul,Hymenoptera,Diapridae,Hymenoptera,0.6497714360624404
OL-SEQ1,OL,SEQ1,2021-06-02,Jun,Acari,(Mites),Acari,NA
OL-SEQ1,OL,SEQ1,2021-06-02,Jun,Acari,(Mites),Acari,NA
OL-SEQ1,OL,SEQ1,2021-06-02,Jun,Araneae,(Spider),Araneae,1.0145705275624424
OL-SEQ1,OL,SEQ1,2021-06-02,Jun,Terrestrial,n/a,Terrestrial,0.01304624684927866
OL-SEQ1,OL,SEQ1,2021-06-02,Jun,Acari,(Mites),Acari,NA
OL-SEQ2,OL,SEQ2,2021-05-05,May,Acari,(Mites),Acari,NA
OL-SEQ2,OL,SEQ2,2021-05-05,May,Bivalvia,Sphaeriidae,Bivalvia,0.7882391576069626
OL-SEQ2,OL,SEQ2,2021-05-05,May,Gastropoda,Planorbidae,Gastropoda,3.378774462430264
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Acari,(Mites),Acari,NA
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Acari,(Mites),Acari,NA
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Acari,(Mites),Acari,NA
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Oligochaeta,n/a,Oligochaeta,NA
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Oligochaeta,n/a,Oligochaeta,NA
OL-SEQ2,OL,SEQ2,2021-06-02,Jun,Oligochaeta,n/a,Oligochaeta,0.3657
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Gastropoda,Physidae,Gastropoda,0.0269
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Gastropoda,Physidae,Gastropoda,0.728697715384719
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Acari,(Mites),Acari,NA
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Acari,(Mites),Acari,NA
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Acari,(Mites),Acari,NA
OL-SEQ2,OL,SEQ2,2021-07-25,Jul,Acari,(Mites),Acari,NA
LAG1-SEQ2,LAG1,SEQ2,2021-07-27,Jul,Acari,(Mites),Acari,NA
LAG1-SEQ2,LAG1,SEQ2,2021-07-27,Jul,Acari,(Mites),Acari,NA
LAG1-SEQ2,LAG1,SEQ2,2021-07-27,Jul,Acari,(Mites),Acari,NA
LAG1-SEQ2,LAG1,SEQ2,2021-07-27,Jul,Acari,(Mites),Acari,NA
LAG1-SEQ2,LAG1,SEQ2,2021-07-27,Jul,Acari,(Mites),Acari,NA
LAG1-SEQ2,LAG1,SEQ2,2021-07-27,Jul,Acari,(Mites),Acari,NA
LAG1-SEQ2,LAG1,SEQ2,2021-07-27,Jul,Acari,(Mites),Acari,NA
LAG1-SEQ2,LAG1,SEQ2,2021-07-27,Jul,Hymenoptera,Formicidae,Hymenoptera,3.1081157520440645
LAG1-SEQ2,LAG1,SEQ2,2021-07-27,Jul,Thysanoptera,Thripidae,Thysanoptera,0.007377747062675546
OL-SEQ3,OL,SEQ3,2021-06-02,Jun,Acari,(Mites),Acari,NA
OL-SEQ3,OL,SEQ3,2021-06-02,Jun,Acari,(Mites),Acari,NA
OL-SEQ3,OL,SEQ3,2021-06-02,Jun,Acari,(Mites),Acari,NA
OL-SEQ3,OL,SEQ3,2021-06-02,Jun,Acari,(Mites),Acari,NA
OL-SEQ3,OL,SEQ3,2021-06-02,Jun,Acari,(Mites),Acari,NA
OL-SEQ3,OL,SEQ3,2021-06-02,Jun,Araneae,(Spider),Araneae,0.3340351677713478
OL-SEQ3,OL,SEQ3,2021-06-02,Jun,Oligochaeta,n/a,Oligochaeta,0.3657
OL-SEQ3,OL,SEQ3,2021-06-02,Jun,Oligochaeta,n/a,Oligochaeta,0.3657
OL-SEQ3,OL,SEQ3,2021-06-02,Jun,Oligochaeta,n/a,Oligochaeta,0.3657
SG-SEQ2,SG,SEQ2,2021-05-08,May,Acari,Hydrachnidiae,Acari,NA
